hv/channel.c 
net/ethernet/chelsio/cxgb3/cxgb3_main.c 3
net/ethernet/chelsio/cxgb4/l2t.c 3
net/ethernet/chelsio/cxgb4/cxgb4_main.c 3
net/ethernet/chelsio/cxgb4/t4_hw.c 2
net/ethernet/chelsio/cxgb4vf/t4vf_hw.c 2
net/ethernet/mellanox/mlx4/eq.c 2
net/ethernet/mellanox/mlx4/mr.c 1
net/ethernet/mellanox/mlx4/cmd.c 2
net/ethernet/mellanox/mlx4/icm.c 1
net/ethernet/mellanox/mlx4/en_rx.c 1
net/ethernet/mellanox/mlx4/en_tx.c 4
net/ethernet/mellanox/mlx4/alloc.c 1
net/ethernet/netx-eth.c 1
net/sb1000.c 1
net/hamradio/baycom_epp.c 6
net/hamradio/yam.c 1
net/hamradio/hdlcdrv.c 3
net/hamradio/baycom_ser_fdx.c 1
net/hamradio/6pack.c 2
net/hamradio/dmascc.c 1
net/hamradio/bpqether.c 5
net/xen-netfront.c 1
net/virtio_net.c 3
net/tokenring/smctr.c 1
net/tokenring/ibmtr.c 1
net/tokenring/3c359.c 1
net/tokenring/lanstreamer.c 8
net/tokenring/olympic.c 4
net/netconsole.c 6
net/rionet.c 1
net/wireless/b43/phy_lp.c 1
net/wireless/b43/main.c 1
net/wireless/b43/sdio.c 1
net/wireless/ath/ath5k/phy.c 1
net/wireless/ath/ath9k/hw.c 2
net/wireless/ath/ath9k/rc.c 3
net/wireless/ath/ath9k/hif_usb.c 1
net/wireless/ath/ath9k/beacon.c 2
net/wireless/ath/ath9k/eeprom.c 1
net/wireless/ath/ath9k/ar9003_eeprom.c 2
net/wireless/ath/ath9k/init.c 1
net/wireless/ath/ath9k/htc_drv_beacon.c 2
net/wireless/ath/ath9k/xmit.c 1
net/wireless/ath/ath6kl/debug.c 8
net/wireless/ath/ath6kl/bmi.c 1
net/wireless/ath/ath6kl/htc.c 5
net/wireless/ath/ath6kl/sdio.c 1
net/wireless/ath/ath6kl/txrx.c 1
net/wireless/ath/carl9170/fw.c 3
net/wireless/ath/carl9170/rx.c 1
net/wireless/ath/carl9170/usb.c 1
net/wireless/ath/carl9170/main.c 3
net/wireless/p54/p54pci.c 4
net/wireless/p54/p54spi.c 4
net/wireless/p54/p54usb.c 1
