 
diff -u -p a/net/ethernet/intel/ixgbe/ixgbe_phy.c b/net/ethernet/intel/ixgbe/ixgbe_phy.c 1
diff -u -p a/net/ethernet/intel/ixgbe/ixgbe_fcoe.c b/net/ethernet/intel/ixgbe/ixgbe_fcoe.c 1
diff -u -p a/net/ethernet/intel/ixgbe/ixgbe_sriov.c b/net/ethernet/intel/ixgbe/ixgbe_sriov.c 1
diff -u -p a/net/ethernet/intel/e100.c b/net/ethernet/intel/e100.c 1
diff -u -p a/net/ethernet/intel/e1000e/lib.c b/net/ethernet/intel/e1000e/lib.c 1
diff -u -p a/net/ethernet/intel/e1000e/netdev.c b/net/ethernet/intel/e1000e/netdev.c 2
diff -u -p a/net/ethernet/jme.c b/net/ethernet/jme.c 2
diff -u -p a/net/ethernet/faraday/ftgmac100.c b/net/ethernet/faraday/ftgmac100.c 1
diff -u -p a/net/ethernet/faraday/ftmac100.c b/net/ethernet/faraday/ftmac100.c 1
diff -u -p a/net/ethernet/korina.c b/net/ethernet/korina.c 1
diff -u -p a/net/ethernet/marvell/mv643xx_eth.c b/net/ethernet/marvell/mv643xx_eth.c 1
diff -u -p a/net/ethernet/marvell/sky2.c b/net/ethernet/marvell/sky2.c 2
diff -u -p a/net/ethernet/broadcom/bnx2x/bnx2x_dcb.c b/net/ethernet/broadcom/bnx2x/bnx2x_dcb.c 1
diff -u -p a/net/ethernet/broadcom/bnx2x/bnx2x_sp.c b/net/ethernet/broadcom/bnx2x/bnx2x_sp.c 1
diff -u -p a/net/ethernet/broadcom/bnx2x/bnx2x_link.c b/net/ethernet/broadcom/bnx2x/bnx2x_link.c 1
diff -u -p a/net/ethernet/broadcom/bnx2x/bnx2x_main.c b/net/ethernet/broadcom/bnx2x/bnx2x_main.c 3
diff -u -p a/net/ethernet/broadcom/tg3.c b/net/ethernet/broadcom/tg3.c 6
